"Location";"Source"
"188155806-0-2508";"Complete 32 unique quests in Northern Elsweyr."
"188155806-0-2509";"Complete quests, defeat bosses, and explore delves to become the Savior of Elsweyr."
"188155806-0-2510";"Kill someone with Volendrung in Cyrodiil."
"188155806-0-2511";"Kill someone who wields Volendrung in Cyrodiil."
"188155806-0-2513";"Find all the Skyshards located throughout the Aldmeri Dominion."
"188155806-0-2514";"Find all the Skyshards located throughout the Daggerfall Covenant."
"188155806-0-2515";"Find all the Skyshards located throughout the Ebonheart."
"188155806-0-2516";"Find all the Skyshards located throughout Craglorn."
"188155806-0-2517";"Find all the Skyshards located throughout Cyrodiil."
"188155806-0-2519";"Gather Mummified Alfiq Parts from the Rimmen Necropolis and resurrect the Grisly Mummy Tabby."
"188155806-0-2520";"Gather Plague-Drenched Fabrics in Orcrest and combine them to create the Peryite Skeevemaster Robe."
"188155806-0-2521";"Find the Skyshard in the Wailing Prison."
"188155806-0-2522";"Topple the Usurper Queen, defeat Mulaamnir, and help restore the throne of Rimmen as a rage of Dragons threatens Northern Elsweyr."
"188155806-0-2523";"Reach the max rank of the Thieves Guild Skill Line."
"188155806-0-2524";"Reach the max rank of the Dark Brotherhood Skill Line."
"188155806-0-2525";"Kill 100 Flame Wyrms, Flame Atronachs, and Iron Atronachs while battling Dragons."
"188155806-0-2534";"Gather pieces of the priceless Khajiit tapestry, Khajiit of the Moons, to honor its history and inspire the citizens of Senchal."
"188155806-0-2537";"Defeat 200 Reach warriors in Veteran Icereach."
"188155806-0-2538";"Defeat 45 Frost Atronachs in Veteran Icereach."
"188155806-0-2539";"Defeat Kjarg the Tuskscraper, Sister Skelga, Vearogh the Shambler, the Stormborn Revenant, and the Icereach Coven in Icereach."
"188155806-0-2540";"Defeat Kjarg the Tuskscraper, Sister Skelga, Vearogh the Shambler, the Stormborn Revenant, and the Icereach Coven in Veteran Icereach."
"188155806-0-2541";"Defeat the Icereach Coven after burning their sacred wicker totem in Veteran Icereach."
"188155806-0-2542";"Defeat Kjarg the Tuskscraper, Sister Skelga, Vearogh the Shambler, the Stormborn Revenant, and the Icereach Coven within 30 minutes of entering Veteran Icereach. Your timer starts when you engage the first group of enemies."
"188155806-0-2543";"Defeat all encounters in addition to Kjarg the Tuskscraper, Sister Skelga, Vearogh the Shambler, the Stormborn Revenant, and the Icereach Coven in Veteran Icereach without suffering a group member death."
"188155806-0-2544";"Enter either Icereach or Unhallowed Grave for the first time."
"188155806-0-2545";"Complete the listed achievements for Veteran Icereach."
"188155806-0-2546";"Defeat all encounters in addition to Kjarg the Tuskscraper, Sister Skelga, Vearogh the Shambler, the Stormborn Revenant, and the Icereach Coven after burning the witches' wicker totem in Veteran Icereach within 30 minutes without suffering a group member death."
"188155806-0-2547";"Defeat 200 Draugrkin warriors in Veteran Unhallowed Grave."
"188155806-0-2548";"Defeat 10 Bone Colossi in Veteran Unhallowed Grave."
"188155806-0-2549";"Defeat Hakgrym the Howler, the Keeper of the Kiln, the Eternal Aegis, Ondagore the Mad, and Kjalnar Tombskald in the Unhallowed Grave."
"188155806-0-2550";"Defeat Hakgrym the Howler, the Keeper of the Kiln, the Eternal Aegis, Ondagore the Mad, and Kjalnar Tombskald in Veteran Unhallowed Grave."
"188155806-0-2551";"Defeat Kjalnar Tombskald after destroying Kjalnar's Skull Totem in Veteran Unhallowed Grave."
"188155806-0-2552";"Defeat all encounters in addition to Hakgrym the Howler, the Keeper of the Kiln, the Eternal Aegis, Ondagore the Mad, and Kjalnar Tombskald within 30 minutes of entering Veteran Unhallowed Grave. Your timer starts when you engage the first group of enemies. Access to Voria's Sanctum is not required."
"188155806-0-2553";"Defeat all encounters in addition to Hakgrym the Howler, the Keeper of the Kiln, the Eternal Aegis, Ondagore the Mad, and Kjalnar Tombskald in Veteran Unhallowed Grave without suffering a group member death. Access to Voria's Sanctum is not required."
"188155806-0-2554";"Complete the listed achievements for Veteran Unhallowed Grave."
"188155806-0-2555";"Defeat all encounters in addition to Hakgrym the Howler, the Keeper of the Kiln, the Eternal Aegis, Ondagore the Mad, and Kjalnar Tombskald after destroying his unholy totem in Veteran Unhallowed Grave within 30 minutes, and without suffering a group member death. Access to Voria's Sanctum is not required."
"188155806-0-2556";"Complete both Icereach and Unhallowed Grave in Veteran."
"188155806-0-2557";"Explore and clear the Forsaken Citadel."
"188155806-0-2558";"Explore and clear the Moonlit Cove."
"188155806-0-2559";"Discover and clear all caves and striking locales in Southern Elsweyr."
"188155806-0-2560";"Discover and clear both explorable caves in Southern Elsweyr."
"188155806-0-2561";"Discover all of the striking locales in Southern Elsweyr."
"188155806-0-2562";"Discover all 6 Skyshards in Southern Elsweyr."
"188155806-0-2563";"Defeat both world bosses in Southern Elsweyr."
"188155806-0-2564";"Defeat the temple guardian Iratan the Lightbringer at the Shrine of the Reforged."
"188155806-0-2565";"Defeat the exiled adept Ri'Atahrashi at his training ground."
"188155806-0-2566";"Catch all 12 rare fish in Southern Elsweyr."
"188155806-0-2567";"Help Sai Sahan discover a way to fight back against the Dragon invasion in Elsweyr."
"188155806-0-2569";"Defeat the Risen Ruins without creating a Hemo Helot using the Sangiin Sacrifice Synergy in Veteran Moongrave Fane."
"188155806-0-2570";"Defeat Dro'zakar after smashing a Hemo Helot that he is consuming in Moongrave Fane."
"188155806-0-2571";"Defeat the Kujo Kethba and block three geysers within three seconds of each other in Veteran Moongrave Fane."
"188155806-0-2572";"Land a killing blow on a Sangiin's Thirst using a Hemo Helot in Veteran Moongrave Fane."
"188155806-0-2573";"Defeat Nisaazda and Grundwulf without letting Nisaazda use her Blood Ties ability to equalize their health in Veteran Moongrave Fane."
"188155806-0-2574";"Defeat Grundwulf with each member of the group moving the Sliding Stone no more than once in Veteran Moongrave Fane."
"188155806-0-2575";"After using the Sangiin Hemo Helot, squash Ravenous Hoarvors with the Sliding Stone in Veteran Moongrave Fane."
"188155806-0-2576";"Defeat Selene without taking damage from her Poison Bolts in Lair of Maarselok."
"188155806-0-2577";"Hit 150 enemies with Hemo Helots within Moongrave Fane."
"188155806-0-2578";"Defeat Maarselok in flight without any member of your group being hit by his Blight Ball or Blighted Ground attacks in Lair of Maarselok."
"188155806-0-2579";"Defeat the Azureblight Lurcher while it is enraged by Maarselok's Blighted Ground in Veteran Lair of Maarselok."
"188155806-0-2580";"Defeat the Azureblight Cancroid with a cleansed Seed of Corruption being picked up by every member of the group in Lair of Maarselok."
"188155806-0-2581";"Defeat Maarselok on his perches without any of Shagrath's Host dying in Veteran Lair of Maarselok."
"188155806-0-2582";"Defeat Maarselok on his perches without defeating any Azureblight Lurchers in Veteran Lair of Maarselok."
"188155806-0-2583";"Defeat Maarselok in his roost while cleansing all of his Scourge Seeds without the current host activating Selene's Cleansing Wards in Veteran Lair of Maarselok."
"188155806-0-2584";"Defeat Maarselok while ensuring he gains the benefits of Invigorating Fumes every time he Lunges in Hard Mode Veteran Lair of Maarselok."
"188155806-0-2585";"Complete 13 Witches Festival Writs."
"188155806-0-2586";"Complete your first Witches Festival Writ."
"188155806-0-2587";"Complete 28 Witches Festival Writs."
"188155806-0-2588";"Reach the max level of the Legerdemain Skill Line."
"188155806-0-2589";"Reach the max level of the Assault and Support skill lines."
"188155806-0-2590";"Complete both Lair of Maarselok and Moongrave Fane in Normal."
"188155806-0-2591";"Consume 10 Skeletal Marionette Parts, which can be found in Witches Grab Bags."
"188155806-0-2595";"Eat each of these Witches Festival foods during the Witches Festival."
"188155806-0-2596";"Complete the ""The Dragon's Lair"" quest in Southern Elsweyr."
"188155806-0-2597";"Complete the ""Uneasy Alliances"" quest in Southern Elsweyr."
"188155806-0-2598";"Complete the ""Order of the New Moon"" quest in Southern Elsweyr."
"188155806-0-2599";"Complete the ""Pride of Alkosh"" quest in Southern Elsweyr."
"188155806-0-2600";"Complete ""The Dragonguard"" quest in Southern Elsweyr."
"188155806-0-2602";"Complete the ""Dark Aeon"" quest in Southern Elsweyr, which becomes available after completing the main questlines in Elsweyr and Dragonhold."
"188155806-0-2603";"Complete the ""New Moon Rising"" quest in Southern Elsweyr."
"188155806-0-2604";"Complete the ""Pride of Elsweyr"" quest in Southern Elsweyr."
"188155806-0-2606";"Complete 1 delve daily job for Guybert Flaubert in Senchal within the Southern Elsweyr zone."
"188155806-0-2607";"Complete 10 delve daily jobs for Guybert Flaubert in Senchal within the Southern Elsweyr zone."
"188155806-0-2608";"Complete 30 delve daily jobs for Guybert Flaubert in Senchal within the Southern Elsweyr zone."
"188155806-0-2609";"Complete 4 Dragonguard Quests, including daily jobs from Dirge Truptor or Chizbari the Chipper, to restore the ancient order and unlock additional services at the Dragonguard Sanctum."
"188155806-0-2610";"Complete 12 Dragonguard Quests, including daily jobs from Dirge Truptor or Chizbari the Chipper, to restore the ancient order and unlock additional services at the Dragonguard Sanctum."
"188155806-0-2611";"Complete 20 Dragonguard Quests, including daily jobs from Dirge Truptor or Chizbari the Chipper, to restore the ancient order and unlock additional services at the Dragonguard Sanctum."
"188155806-0-2612";"Complete 30 Dragonguard Quests, including daily jobs from Dirge Truptor or Chizbari the Chipper, to restore the ancient order and unlock additional services at the Dragonguard Sanctum."
"188155806-0-2613";"Complete 1 world boss daily job for Bruccius Baenius in Senchal within Southern Elsweyr."
"188155806-0-2614";"Complete 10 world boss daily jobs for Bruccius Baenius in Senchal within Southern Elsweyr."
"188155806-0-2615";"Complete 30 world boss daily jobs for Bruccius Baenius in Senchal within Southern Elsweyr."
"188155806-0-2617";"Complete 16 Story Quests in Southern Elsweyr."
"188155806-0-2618";"Free 25 Slaves and Refugees from the Pirates and Slavers of Southern Elsweyr."
"188155806-0-2619";"Find the 10 parts of the lost play of Julius Cruilius, Elsweyr My Love."
"188155806-0-2620";"Locate and navigate an ancient Dragonguard training ground with your grappling bow."
"188155806-0-2621";"Find and defeat all remaining members of the infamous Blue Venom pirates, Sea Elf marauders hidden throughout Southern Elsweyr."
"188155806-0-2623";"Complete quests, defeat bosses, and explore delves to become the Hero of the Dragonguard."
"188155806-0-2625";"Reach the max rank of the Psijic Order Skill Line."
"188155806-0-2626";"Enter Southern Elsweyr for the first time."
"188155806-0-2628";"Learn every chapter in the Moongrave style book, found in the Moongrave Fane dungeon."
"188155806-0-2629";"Learn every chapter in the Stags of Z'en style book, found in the Lair of Maarselok dungeon."
"188155806-0-2630";"Learn every chapter in the Dragonguard style book, occasionally found as rewards for completing Dragonguard daily jobs from Dirge Truptor and Chizbari the Chipper in Southern Elsweyr."
"188155806-0-2631";"Kill 1 Dragon in the wilds of Southern Elsweyr."
"188155806-0-2633";"Provide help for those within South Guard Ruins and Black Heights."
"188155806-0-2634";"Help the South Guard siblings escape from Southern Elsweyr."
"188155806-0-2635";"Help restore the Wall of Life within the town of Black Heights."
"188155806-0-2636";"Kill 25 Dragons in the wilds of Southern Elsweyr."
"188155806-0-2637";"Kill 50 Dragons in the wilds of Southern Elsweyr."
"188155806-0-2638";"Reach the max rank of the Soul Magic Skill Line."
"188155806-0-2639";"Explore and clear Chillwind Depths."
"188155806-0-2640";"Explore and clear Dragonhome."
"188155806-0-2641";"Explore and clear Frozen Coast."
"188155806-0-2642";"Explore and clear Midnight Barrow."
"188155806-0-2643";"Explore and clear Shadowgreen."
"188155806-0-2644";"Explore and clear the Scraps."
"188155806-0-2645";"Explore and clear all six delves in Western Skyrim."
"188155806-0-2646";"Discover all of the striking locales in Western Skyrim and Blackreach: Greymoor Caverns."
"188155806-0-2647";"Discover and clear all caves and striking locales in Western Skyrim."
"188155806-0-2648";"Defeat Ysmgar the Sea Giant at Ysmgar's Beach in Western Skyrim."
"188155806-0-2649";"Defeat the Werewolves of Hordrek's Stalkers at Hordrek's Hunting Grounds in Western Skyrim."
"188155806-0-2650";"Defeat the Orc called Skreg the Undefeatable at the Circle of Champions in Western Skyrim."
"188155806-0-2651";"Defeat the Hagraven known as Shademother at Shademother's Haven in Western Skyrim."
"188155806-0-2652";"Defeat Hjorrenn the Harvester, Doomclaw, and Exarch Savfyr of the Gray Host at the Vampire Feeding Grounds in Blackreach: Greymoor Caverns."
"188155806-0-2653";"Defeat the Dwarven Colossus at the Dwarven Charging Station in Blackreach: Greymoor Caverns."
"188155806-0-2654";"Defeat all six world bosses in Western Skyrim and Blackreach: Greymoor Caverns."
"188155806-0-2655";"Catch all 12 rare fish in Western Skyrim and Blackreach: Greymoor Caverns."
"188155806-0-2656";"Kill 100 Undead Dragon Minions, 25 Storm Atronachs, and 25 Frost Atronachs while battling Dragons."
"188155806-0-2658";"Seek the wisdom of a Khajiiti hero of legend in the Senchal Palace terrace after completing the main questlines in Elsweyr and Dragonhold."
"188155806-0-2660";"Complete both Icereach and Unhallowed Grave in Normal."
"188155806-0-2669";"Locate and retrieve all 19 musical instruments and deliver them to the Bards College in Solitude."
"188155806-0-2670";"Defeat Kjarg the Tuskscraper with at least three fully-formed Frost Atronachs alive in Veteran Icereach."
"188155806-0-2671";"Remove the Ice Armor from fifty Stranglers by using the Melting Torrent effect to deal Fiery Radiation damage to them."
"188155806-0-2672";"Defeat Sister Skelga without allowing the Stranglers ice spit projectiles to hit any player in Veteran Icereach."
"188155806-0-2673";"Defeat Vearogh the Shambler without killing any Rift Wraiths in Veteran Icereach."
"188155806-0-2674";"While fighting the Stormborn Revenant in Veteran Icereach, defeat three Storm Atronachs, letting no more than three seconds pass between each kill."
"188155806-0-2675";"Defeat the Icereach Coven with one member of the group afflicted by all the witches' signature spells in Veteran Icereach."
"188155806-0-2676";"Prevent the Icereach Coven from successfully channeling the Storm Surge by interrupting all four sisters within five seconds of the spell beginning."
"188155806-0-2677";"When fighting the Icereach Coven on Hard Mode in Veteran Icereach, let Gohlla's Giant deliver the final blow to each sister while in their enraged state."
"188155806-0-2678";"Gain entry to Voria's Sanctum in Unhallowed Grave and defeat the beast within."
"188155806-0-2679";"Defeat Hakgrym the Howler without defeating any of his Flesh Abominations in Veteran Unhallowed Grave."
"188155806-0-2680";"Defeat the Keeper of the Kiln without ever revealing the correct symbol."
"188155806-0-2681";"Defeat the Eternal Aegis without allowing the Ring of Blades to block any party members attacks, or allowing any Lesser Aegises to explode."
"188155806-0-2682";"While fighting the Eternal Aegis in Unhallowed Grave, defeat a Lesser Aegis right after it begins to channel the Shield Breaker ability and just before it explodes."
"188155806-0-2683";"While fighting Ondagore the Mad in Veteran Unhallowed Grave, kill all menders within five seconds of each other."
"188155806-0-2684";"Defeat Kjalnar Tombskald in Veteran Unhallowed Grave without destroying Imbued Skeletons before they reach the empowering circles."
"188155806-0-2685";"Defeat Kjalnar Tombskald without letting any Imbued Skeletons empower themselves."
"188155806-0-2687";"Discover all 18 Skyshards in Western Skyrim and Blackreach: Greymoor Caverns."
"188155806-0-2688";"Disrupt the harrowstorm at each ritual site location in Western Skyrim and Blackreach: Greymoor Caverns."
"188155806-0-2689";"Disrupt 1 harrowstorm at a ritual site in Western Skyrim, Blackreach: Greymoor Caverns, or the Reach."
"188155806-0-2690";"Disrupt 10 Harrowstorms at ritual sites in Western Skyrim, Blackreach: Greymoor Caverns, or the Reach."
"188155806-0-2691";"Disrupt 30 Harrowstorms at ritual sites in Western Skyrim, Blackreach: Greymoor Caverns, or the Reach."
"188155806-0-2692";"Defeat 200 of Arkasis's humanoid followers in Veteran Stone Garden. This includes any Stone Garden Orderly, Lookout, Protector, Apprentice, Alchemist or Curator."
"188155806-0-2693";"Defeat 50 Stone Husks in Veteran Stone Garden."
"188155806-0-2694";"Defeat Exarch Kraglen, the Stone Behemoth, and Arkasis the Mad Alchemist in Stone Garden."
"188155806-0-2695";"Defeat Exarch Kraglen, the Stone Behemoth, and Arkasis the Mad Alchemist in Veteran Stone Garden."
"188155806-0-2697";"Defeat all encounters in addition to Exarch Kraglen, the Stone Behemoth, and Arkasis the Mad Alchemist within 25 minutes of entering Veteran Stone Garden. Your timer starts on engaging the first group of Stone Garden's defenders. Accessing the Vitalizer Control Rooms is not required."
"188155806-0-2698";"Defeat all encounters in addition to Exarch Kraglen, the Stone Behemoth, and Arkasis the Mad Alchemist in Veteran Stone Garden without suffering a group member death. Accessing the Vitalizer Control Rooms is not required."
"188155806-0-2699";"Enter either Stone Garden or Castle Thorn for the first time."
"188155806-0-2700";"Complete the listed achievements for Veteran Stone Garden."
"188155806-0-2701";"Defeat all encounters in addition to Exarch Kraglen, the Stone Behemoth, and Arkasis the Mad Alchemist after raising the challenge banner for each in Veteran Stone Garden within 25 minutes without suffering a group member death. Accessing the Vitalizer Control Rooms is not required."
"188155806-0-2702";"Defeat 200 Thorn Legion Vampires in Veteran Castle Thorn. This includes Thorn Legion Sanguimancers, Quickblades, Marksmen, Maulers, or Reanimated Vampires."
"188155806-0-2703";"Defeat 50 Thorn Legion Senche-Rahts in Veteran Castle Thorn."
"188155806-0-2704";"Defeat Dread Tindulra, the Blood Twilight, Vaduroth, Talfyg, and Lady Thorn in Castle Thorn."
"188155806-0-2705";"Defeat Dread Tindulra, the Blood Twilight, Vaduroth, Talfyg, and Lady Thorn in Veteran Castle Thorn."
"188155806-0-2706";"Defeat Lady Thorn after raising the challenge banner in Veteran Castle Thorn."
"188155806-0-2707";"Defeat all encounters in addition to Dread Tindulra, the Blood Twilight, Vaduroth, Talfyg, and Lady Thorn within 30 minutes of entering Veteran Castle Thorn. Your timer starts when you engage the first group of enemies."
"188155806-0-2708";"Defeat all encounters in addition to Dread Tindulra, the Blood Twilight, Vaduroth, Talfyg, and Lady Thorn in Veteran Castle Thorn without suffering a group member death."
"188155806-0-2709";"Complete the listed achievements for Veteran Castle Thorn."
"188155806-0-2710";"Defeat all encounters in addition to Dread Tindulra, the Blood Twilight, Vaduroth, Talfyg, and Lady Thorn after raising the challenge banner in Veteran Castle Thorn within 30 minutes without suffering a group member death."
"188155806-0-2711";"Complete both Stone Garden and Castle Thorn in Veteran."
"188155806-0-2712";"Complete quests, defeat bosses, and explore delves to become the Savior of Western Skyrim."
"188155806-0-2713";"Complete 30 unique quests in Western Skyrim and Blackreach: Greymoor Caverns."
"188155806-0-2714";"Defeat Garneld the Hollow and his band of undead and draugr in Labyrinthian."
"188155806-0-2715";"Defeat the Clockwork Criterion and its Mechanical Minions in Nchuthnkarst."
"188155806-0-2716";"Investigate the threat against Western Skyrim and restore peace to Solitude and the surrounding holds."
"188155806-0-2717";"Defeat all of the champions in Western Skyrim's Labyrinthian."
"188155806-0-2718";"Defeat all of the champions in Nchuthnkarst, located in Blackreach: Dusktown Cavern."
"188155806-0-2719";"Complete ""The Gathering Storm"" quest in Western Skyrim."
"188155806-0-2720";"Complete the ""Dark Clouds Over Solitude"" quest in Western Skyrim."
"188155806-0-2721";"Complete the ""Danger in the Holds"" quest in Western Skyrim."
"188155806-0-2722";"Complete ""The Vampire Scholar"" quest in Western Skyrim."
"188155806-0-2723";"Complete ""The Gray Host"" quest in Western Skyrim."
"188155806-0-2724";"Complete the ""Greymoor Rising"" quest in Western Skyrim."
"188155806-0-2725";"Complete the ""Daughter of the Wolf"" quest in Western Skyrim."
"188155806-0-2726";"Complete 1 solo daily job for Tinzen of the Coterie of Organized Scholars in Solitude within the Western Skyrim zone."
"188155806-0-2727";"Complete 10 solo daily jobs for Tinzen of the Coterie of Organized Scholars in Solitude within the Western Skyrim zone."
"188155806-0-2728";"Complete 30 solo daily jobs for Tinzen of the Coterie of Organized Scholars in Solitude within the Western Skyrim zone."
"188155806-0-2729";"Complete 1 world boss daily job for Hidaver in Solitude within the Western Skyrim zone."
"188155806-0-2730";"Complete 10 world boss daily jobs for Hidaver in Solitude within the Western Skyrim zone."
"188155806-0-2731";"Complete 30 world boss daily jobs for Hidaver in Solitude within the Western Skyrim zone."
"188155806-0-2732";"Defeat Yandir the Butcher, Captain Vrol, and Lord Falgravn in Kyne's Aegis."
"188155806-0-2733";"Defeat all enemies in addition to Yandir the Butcher, Captain Vrol, and Lord Falgravn in Veteran Kyne's Aegis within 35 minutes of entering Kyne's Perch village."
"188155806-0-2734";"Defeat Yandir the Butcher, Captain Vrol, and Lord Falgravn in Veteran Kyne's Aegis."
"188155806-0-2735";"Defeat all enemies in addition to Yandir the Butcher, Captain Vrol, and Lord Falgravn without suffering a group member death in Veteran Kyne's Aegis."
"188155806-0-2736";"Defeat Yandir the Butcher after raising the challenge banner in Veteran Kyne's Aegis."
"188155806-0-2737";"Defeat Captain Vrol after raising the challenge banner in Veteran Kyne's Aegis."
"188155806-0-2739";"Defeat Yandir the Butcher, Captain Vrol, and Lord Falgravn after raising the challenge banner in Veteran Kyne's Aegis, in one run."
"188155806-0-2740";"Defeat Yandir the Butcher, Captain Vrol, and Lord Falgravn along with all their hostile followers after raising the challenge banner for all of them, without suffering a group member death, within 35 minutes of entering Kyne's Perch village in Veteran Kyne's Aegis."
"188155806-0-2741";"Defeat 175 vampires and harrowfiends in Veteran Kyne's Aegis."
"188155806-0-2742";"Defeat 100 half-giants in Veteran Kyne's Aegis."
"188155806-0-2743";"Defeat Yandir the Butcher without any player spreading Chaurus Bile to another player in Veteran Kyne's Aegis."
"188155806-0-2744";"Defeat Captain Vrol while only repairing one of the two available ballistae in Veteran Kyne's Aegis."
"188155806-0-2745";"Successfully rescue all prisoners held captive by Lord Falgravn in Veteran Kyne's Aegis."
"188155806-0-2746";"Complete the listed achievements for Kyne's Aegis."
"188155806-0-2747";"Learn every chapter in the Icereach Coven style book, occasionally found as rewards for completing the Icereach dungeon."
"188155806-0-2748";"Learn every chapter in the New Moon Priest style book, found in the Dragonguard Supply Chest."
"188155806-0-2749";"Learn every chapter in the Pyre Watch style book, occasionally found as rewards for completing the Unhallowed Grave dungeon."
"188155806-0-2750";"Learn every chapter in the Shield of Senchal style book, found by completing daily jobs for Bruccius Baenius or Guybert Flaubert."
"188155806-0-2751";"Assist Lyris Titanborn in investigating the threat posed by the Icereach Coven."
"188155806-0-2753";"Defeat Exarch Kraglen after raising the challenge banner in Veteran Stone Garden."
"188155806-0-2754";"Defeat the Stone Behemoth after raising the challenge banner in Veteran Stone Garden."
"188155806-0-2755";"Defeat Exarch Kraglen, the Stone Behemoth, and Arkasis the Mad Alchemist in Veteran Stone Garden after placing the challenge banner for each of them."
"188155806-0-2757";"Learn every chapter in the Blackreach Vanguard style book, acquired by completing delve and world boss daily jobs in Western Skyrim and Blackreach: Greymoor Caverns."
"188155806-0-2758";"Defeat a Gray Host Vampire Lord, a Harrowstorm Titan, and a Harrowing Reaper while they defend a harrowstorm."
"188155806-0-2759";"Gather all 5 mining samples in Blackreach: Greymoor Caverns."
"188155806-0-2760";"Complete the ""Long Journey Home"" quest to become Shieldthane of Morthal."
"188155806-0-2761";"Learn every chapter in the Greymoor style book, acquired by participating in harrowstorm daily jobs in Western Skyrim."
"188155806-0-2762";"Learn every chapter in the Sea Giant style book, acquired by completing ""The Fight For Kyne's Aegis"" quest."
"188155806-0-2763";"Learn every chapter in the Ancestral Nord style book, obtained by following antiquity leads that are occasionally found by opening treasure map chests."
"188155806-0-2764";"Discover all the entrances to Blackreach: Greymoor Caverns."
"188155806-0-2765";"Obtain cheese from each of the Giant camps in Western Skyrim."
"188155806-0-2766";"Disrupt a harrowstorm without allowing a Gray Host Champion to be summoned from the gray reliquary."
"188155806-0-2767";"Disrupt a harrowstorm after defeating 5 Gray Host Champions summoned from a gray reliquary."
"188155806-0-2768";"Complete 1 harrowstorm daily job for the Swords of Solitude in Western Skyrim and Blackreach: Greymoor Caverns."
"188155806-0-2769";"Complete 10 harrowstorm daily jobs for the Swords of Solitude in Western Skyrim and Blackreach: Greymoor Caverns."
"188155806-0-2770";"Complete 30 harrowstorm daily jobs for the Swords of Solitude in Western Skyrim and Blackreach: Greymoor Caverns."
"188155806-0-2771";"Complete all harrowstorm achievements in Western Skyrim and Blackreach: Greymoor Caverns."
"188155806-0-2772";"Infect another player with Vampirism."
"188155806-0-2773";"Learn every chapter in the Ancestral High Elf style book, obtained by following antiquity leads that are occasionally found by opening treasure map chests."
"188155806-0-2774";"Feed on 1 citizen in each of the capital cities of the three alliances."
"188155806-0-2775";"Feed 1 time as a Vampire."
"188155806-0-2776";"Learn every chapter in the Ancestral Orc style book, obtained by following antiquity leads that are occasionally found by opening treasure map chests."
"188155806-0-2777";"Feed 10 times as a Vampire."
"188155806-0-2778";"Feed 100 times as a Vampire."
"188155806-0-2779";"Feed on another Vampire."
"188155806-0-2780";"Infect another player with Lycanthropy."
"188155806-0-2781";"Transform into a werewolf and devour a corpse in the capital cities of all three alliances."
"188155806-0-2782";"Devour 1 corpse while in Werewolf form."
"188155806-0-2783";"Devour 10 corpses while in Werewolf form."
"188155806-0-2784";"Devour 100 corpses while in Werewolf form."
"188155806-0-2786";"Reach the max rank of the Scrying Skill Line."
"188155806-0-2787";"Use the Antiquarian's Eye to scry for an antiquity 3 times."
"188155806-0-2788";"Use the Antiquarian's Eye to scry for an antiquity 30 times."
"188155806-0-2789";"Use the Antiquarian's Eye to scry for an antiquity 100 times."
"188155806-0-2791";"While using the Antiquarian's Eye, capture all the foci on each difficulty."
"188155806-0-2792";"Reach the max rank of the Excavation Skill Line."
"188155806-0-2793";"Successfully excavate 3 antiquities."
"188155806-0-2794";"Successfully excavate 30 antiquities."
"188155806-0-2795";"Successfully excavate 100 antiquities."
"188155806-0-2796";"Complete an excavation on Advanced Difficulty or higher while dealing zero damage to the antiquity."
"188155806-0-2800";"Locate an Antiquity with your first use of Augury during an Excavation."
"188155806-0-2801";"Excavate 5 non-antiquity bonus items."
"188155806-0-2802";"Excavate 50 non-antiquity bonus items."
"188155806-0-2803";"Excavate 150 non-antiquity bonus items."
"188155806-0-2804";"Complete the Antiquities tutorial."
"188155806-0-2805";"Complete Antiquities achievements."
"188155806-0-2806";"Enter Western Skyrim's subterranean expanse, Blackreach: Greymoor Caverns."
"188155806-0-2807";"Complete ""The Blood of Old Karth"" quest to become Swordthane of Karthwatch."
"188155806-0-2808";"Defeat Exarch Kraglen after acquiring three or more stacks of Blood Rage and Fracture in Veteran Stone Garden."
"188155806-0-2809";"Strike the Stone Behemoth with Arkasis's Lightning Generator 30 times in Veteran Stone Garden."
"188155806-0-2810";"Dislodge 50 Shock Emitters before they explode while fighting Arkasis the Mad Alchemist in Stone Garden."
"188155806-0-2811";"Defeat Dread Tindulra and kill her Broodlings while they are at least 15 meters apart in Veteran Castle Thorn."
"188155806-0-2813";"Defeat Vaduroth after each group member bursts at least one imbued hanging corpse with the sickle in Veteran Castle Thorn."
"188155806-0-2814";"Burst 70 corpses using any of Vaduroth's Sickles in Castle Thorn."
"188155806-0-2815";"Defeat Talfyg without killing any of the large Frozen Gargoyles during his encounter in Veteran Castle Thorn."
"188155806-0-2816";"Defeat Yandir the Butcher, Captain Vrol, and Lord Falgravn in Veteran Kyne's Aegis without ever being struck by Lightning Bolt."
"188155806-0-2817";"Allow all eight prisoners to die before defeating Lord Falgravn in Veteran Kyne's Aegis."
"188155806-0-2818";"Defeat Lord Falgravn while Lieutenant Njordal is alive in Veteran Kyne's Aegis."
"188155806-0-2819";"Obtain 5 Antiquarian Leads."
"188155806-0-2820";"Obtain 50 Antiquarian Leads."
"188155806-0-2821";"Obtain 150 Antiquarian Leads."
"188155806-0-2822";"Translate the Indeko rune."
"188155806-0-2823";"Defeat Arkasis the Mad Alchemist after preventing the Stone Husks from releasing any Volatile Gloomspores in Veteran Stone Garden."
"188155806-0-2824";"Defeat Arkasis the Mad Alchemist after raising the challenge banner without deactivating the vitalizer flow controls or gaining the benefits of using Arkasis's alchemy equipment throughout the entire run of Veteran Stone Garden."
"188155806-0-2825";"Deal 100,000,000 damage as a Werewolf Behemoth in Stone Garden."
"188155806-0-2826";"Use Arkasis's alchemy equipment to gain the benefits of Alchemized Super Strength, Alchemized Super Vigor, and Alchemized Super Resilience and have all three active at the same time in Stone Garden."
